,n,standard runtime (s),strassen runtime (s)
79,279.0,0.045926809310913086,0.04303908348083496
80,280.0,0.04748797416687012,0.04339194297790527
81,281.0,0.046826839447021484,0.042981863021850586
82,282.0,0.04687619209289551,0.04126882553100586
83,283.0,0.04801583290100098,0.043065786361694336
84,284.0,0.09006619453430176,0.08822226524353027
85,285.0,0.0536041259765625,0.047849178314208984
86,286.0,0.05402684211730957,0.048277854919433594
87,287.0,0.058155059814453125,0.048951148986816406
88,288.0,0.05095195770263672,0.04352593421936035
89,289.0,0.053956031799316406,0.06606006622314453
90,290.0,0.0697178840637207,0.04537391662597656
91,291.0,0.05026388168334961,0.04439711570739746
92,292.0,0.05022311210632324,0.044001102447509766
93,293.0,0.051068782806396484,0.09337997436523438
94,294.0,0.06681013107299805,0.050891876220703125
95,295.0,0.05293703079223633,0.04911398887634277
96,296.0,0.0533902645111084,0.04706001281738281
97,297.0,0.05529904365539551,0.04897117614746094
98,298.0,0.05571103096008301,0.04976701736450195
99,299.0,0.05472683906555176,0.05351400375366211
100,300.0,0.053958892822265625,0.04700636863708496
101,301.0,0.05366802215576172,0.04869699478149414
102,302.0,0.055316925048828125,0.04787898063659668
103,303.0,0.05624103546142578,0.04762983322143555
104,304.0,0.05790424346923828,0.12536287307739258
105,305.0,0.07890176773071289,0.06270408630371094
106,306.0,0.06669497489929199,0.05534696578979492
107,307.0,0.06696200370788574,0.05653190612792969
108,308.0,0.05810093879699707,0.047508955001831055
109,309.0,0.05847573280334473,0.05455899238586426
110,310.0,0.06094527244567871,0.05368304252624512
111,311.0,0.059295654296875,0.05401492118835449
112,312.0,0.062268972396850586,0.051360130310058594
113,313.0,0.05966687202453613,0.05557394027709961
114,314.0,0.06287002563476562,0.060038089752197266
115,315.0,0.06201291084289551,0.05398821830749512
116,316.0,0.11743378639221191,0.05406594276428223
117,317.0,0.06121993064880371,0.05524492263793945
118,318.0,0.06713128089904785,0.05779099464416504
119,319.0,0.06498312950134277,0.05542469024658203
120,320.0,0.06315398216247559,0.053312063217163086
121,321.0,0.103607177734375,0.0585322380065918
122,322.0,0.06527996063232422,0.05666613578796387
123,323.0,0.06501507759094238,0.05451798439025879
124,324.0,0.06759405136108398,0.057054996490478516
125,325.0,0.06806468963623047,0.06068778038024902
126,326.0,0.06628584861755371,0.05839800834655762
127,327.0,0.06648492813110352,0.05675816535949707
128,328.0,0.06800103187561035,0.05612015724182129
129,329.0,0.06956815719604492,0.06083512306213379
130,330.0,0.06829118728637695,0.05998110771179199
131,331.0,0.06891107559204102,0.07847404479980469
132,332.0,0.0988166332244873,0.06051301956176758
133,333.0,0.06977510452270508,0.06050992012023926
134,334.0,0.0712580680847168,0.06163668632507324
135,335.0,0.07137489318847656,0.06053900718688965
136,336.0,0.0730898380279541,0.059798240661621094
137,337.0,0.07303094863891602,0.06403613090515137
138,338.0,0.07261013984680176,0.06253409385681152
139,339.0,0.07429814338684082,0.06166505813598633
140,340.0,0.07513427734375,0.07136082649230957
141,341.0,0.09918904304504395,0.0689849853515625
142,342.0,0.07808375358581543,0.06869101524353027
143,343.0,0.08101296424865723,0.06760001182556152
144,344.0,0.07824993133544922,0.0650477409362793
145,345.0,0.07887840270996094,0.07098913192749023
146,346.0,0.0786581039428711,0.06719493865966797
147,347.0,0.07896590232849121,0.06665802001953125
148,348.0,0.08349204063415527,0.0655820369720459
149,349.0,0.08165502548217773,0.06929302215576172
150,350.0,0.08056116104125977,0.06757307052612305
151,351.0,0.08203911781311035,0.09603309631347656
152,352.0,0.0873408317565918,0.06737732887268066
153,353.0,0.08260893821716309,0.07241392135620117
154,354.0,0.08423781394958496,0.07189607620239258
155,355.0,0.0848550796508789,0.06964516639709473
156,356.0,0.08449602127075195,0.06911706924438477
157,357.0,0.0853419303894043,0.07308006286621094
158,358.0,0.08681511878967285,0.0725560188293457
159,359.0,0.08612799644470215,0.07196426391601562
160,360.0,0.13461613655090332,0.07068181037902832
161,361.0,0.08789181709289551,0.07550692558288574
162,362.0,0.08841800689697266,0.0741431713104248
163,363.0,0.08995294570922852,0.07581710815429688
164,364.0,0.09113502502441406,0.07189297676086426
165,365.0,0.09118890762329102,0.07609319686889648
166,366.0,0.09097909927368164,0.07660698890686035
167,367.0,0.09241509437561035,0.07733702659606934
168,368.0,0.09232831001281738,0.07504081726074219
169,369.0,0.09352993965148926,0.11993598937988281
170,370.0,0.09383893013000488,0.0796809196472168
171,371.0,0.09427404403686523,0.08096790313720703
172,372.0,0.09473896026611328,0.07801413536071777
173,373.0,0.09623980522155762,0.0827178955078125
174,374.0,0.09625911712646484,0.08126473426818848
175,375.0,0.09736800193786621,0.07938098907470703
176,376.0,0.09816670417785645,0.08169889450073242
177,377.0,0.09864330291748047,0.08696484565734863
178,378.0,0.1060030460357666,0.08785200119018555
