,dim,size,total MST weight,avg edge weight,max edge weight,MST size,duration (s)
0,0,65536,257.812,0.00393395,0.0127719,"65535
",1781.3054411411285
1,2,65536,3198.5,0.048806,0.0914434,"65535
",3714.532366991043
2,3,65536,8213.56,0.125331,0.200018,"65535
",2984.836410999298
3,4,65536,13493.1,0.205892,0.297798,"65535
",1997.0583310127258
